Filename,Title,Artist,Album,Document,Text,Tokens,Lemmas,Parts-of-speech
back for you.txt,back for you,One Direction,Take me Home,"Back for you

Whenever I close my eyes I picture you there
I’m looking out at the crowd you’re everywhere
I’m watching you from the stage, yeah
Your smile is on every face now
But every time you wake up you’re hearing me say
Goodbye

Baby you don’t have to worry
I’ll be coming back for you
Back for you, back for you, you
Lately I’ve been going crazy
So I’m coming back for you
Back for you, back for you, you

I’ve never been so into somebody before
And every time we both touch I only want more
So tell me nothing’s gonna’ change yeah
And you won’t ever walk away yeah
Cause even though every night you’ll know what I’ll say
Goodbye

Baby you don’t have to worry
I’ll be coming back for you
Back for you, back for you, you
Lately I’ve been going crazy
So I’m coming back for you
Back for you, back for you (you)

Right back for you
Right back for you
Right back for you

Lately I’ve been going crazy
So I’m coming back
Yeah I am coming back
For you

Baby you don’t have to worry
I’ll be coming back for you
Back for you, back for you, for you
Lately I’ve been going crazy
So I’m coming back for you
Back for you, back for you, you

Right back for you, right back
Right back for you, right back
Right back for you, right back
Right back for you

Lately I’ve been going crazy
So I’m coming back for you
Back for you, back for you, you","Back for you

Whenever I close my eyes I picture you there
I’m looking out at the crowd you’re everywhere
I’m watching you from the stage, yeah
Your smile is on every face now
But every time you wake up you’re hearing me say
Goodbye

Baby you don’t have to worry
I’ll be coming back for you
Back for you, back for you, you
Lately I’ve been going crazy
So I’m coming back for you
Back for you, back for you, you

I’ve never been so into somebody before
And every time we both touch I only want more
So tell me nothing’s gonna’ change yeah
And you won’t ever walk away yeah
Cause even though every night you’ll know what I’ll say
Goodbye

Baby you don’t have to worry
I’ll be coming back for you
Back for you, back for you, you
Lately I’ve been going crazy
So I’m coming back for you
Back for you, back for you (you)

Right back for you
Right back for you
Right back for you

Lately I’ve been going crazy
So I’m coming back
Yeah I am coming back
For you

Baby you don’t have to worry
I’ll be coming back for you
Back for you, back for you, for you
Lately I’ve been going crazy
So I’m coming back for you
Back for you, back for you, you

Right back for you, right back
Right back for you, right back
Right back for you, right back
Right back for you

Lately I’ve been going crazy
So I’m coming back for you
Back for you, back for you, you","['Back', 'for', 'you', '\n\n', 'Whenever', 'I', 'close', 'my', 'eyes', 'I', 'picture', 'you', 'there', '\n', 'I', '’m', 'looking', 'out', 'at', 'the', 'crowd', 'you', '’re', 'everywhere', '\n', 'I', '’m', 'watching', 'you', 'from', 'the', 'stage', ',', 'yeah', '\n', 'Your', 'smile', 'is', 'on', 'every', 'face', 'now', '\n', 'But', 'every', 'time', 'you', 'wake', 'up', 'you', '’re', 'hearing', 'me', 'say', '\n', 'Goodbye', '\n\n', 'Baby', 'you', 'do', 'n’t', 'have', 'to', 'worry', '\n', 'I', '’ll', 'be', 'coming', 'back', 'for', 'you', '\n', 'Back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'you', '\n', 'Lately', 'I', '’ve', 'been', 'going', 'crazy', '\n', 'So', 'I', '’m', 'coming', 'back', 'for', 'you', '\n', 'Back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'you', '\n\n', 'I', '’ve', 'never', 'been', 'so', 'into', 'somebody', 'before', '\n', 'And', 'every', 'time', 'we', 'both', 'touch', 'I', 'only', 'want', 'more', '\n', 'So', 'tell', 'me', 'nothing', '’s', 'gon', 'na', '’', 'change', 'yeah', '\n', 'And', 'you', 'wo', 'n’t', 'ever', 'walk', 'away', 'yeah', '\n', 'Cause', 'even', 'though', 'every', 'night', 'you', '’ll', 'know', 'what', 'I', '’ll', 'say', '\n', 'Goodbye', '\n\n', 'Baby', 'you', 'do', 'n’t', 'have', 'to', 'worry', '\n', 'I', '’ll', 'be', 'coming', 'back', 'for', 'you', '\n', 'Back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'you', '\n', 'Lately', 'I', '’ve', 'been', 'going', 'crazy', '\n', 'So', 'I', '’m', 'coming', 'back', 'for', 'you', '\n', 'Back', 'for', 'you', ',', 'back', 'for', 'you', '(', 'you', ')', '\n\n', 'Right', 'back', 'for', 'you', '\n', 'Right', 'back', 'for', 'you', '\n', 'Right', 'back', 'for', 'you', '\n\n', 'Lately', 'I', '’ve', 'been', 'going', 'crazy', '\n', 'So', 'I', '’m', 'coming', 'back', '\n', 'Yeah', 'I', 'am', 'coming', 'back', '\n', 'For', 'you', '\n\n', 'Baby', 'you', 'do', 'n’t', 'have', 'to', 'worry', '\n', 'I', '’ll', 'be', 'coming', 'back', 'for', 'you', '\n', 'Back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'for', 'you', '\n', 'Lately', 'I', '’ve', 'been', 'going', 'crazy', '\n', 'So', 'I', '’m', 'coming', 'back', 'for', 'you', '\n', 'Back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'you', '\n\n', 'Right', 'back', 'for', 'you', ',', 'right', 'back', '\n', 'Right', 'back', 'for', 'you', ',', 'right', 'back', '\n', 'Right', 'back', 'for', 'you', ',', 'right', 'back', '\n', 'Right', 'back', 'for', 'you', '\n\n', 'Lately', 'I', '’ve', 'been', 'going', 'crazy', '\n', 'So', 'I', '’m', 'coming', 'back', 'for', 'you', '\n', 'Back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'you']","['back', 'for', 'you', '\n\n', 'whenever', 'I', 'close', 'my', 'eye', 'I', 'picture', 'you', 'there', '\n', 'I', '’m', 'look', 'out', 'at', 'the', 'crowd', 'you', '’re', 'everywhere', '\n', 'I', '’m', 'watch', 'you', 'from', 'the', 'stage', ',', 'yeah', '\n', 'your', 'smile', 'be', 'on', 'every', 'face', 'now', '\n', 'but', 'every', 'time', 'you', 'wake', 'up', 'you', '’re', 'hear', 'I', 'say', '\n', 'Goodbye', '\n\n', 'Baby', 'you', 'do', 'not', 'have', 'to', 'worry', '\n', 'I', '’ll', 'be', 'come', 'back', 'for', 'you', '\n', 'back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'you', '\n', 'lately', 'I', '’ve', 'be', 'go', 'crazy', '\n', 'so', 'I', '’m', 'come', 'back', 'for', 'you', '\n', 'back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'you', '\n\n', 'I', '’ve', 'never', 'be', 'so', 'into', 'somebody', 'before', '\n', 'and', 'every', 'time', 'we', 'both', 'touch', 'I', 'only', 'want', 'more', '\n', 'so', 'tell', 'I', 'nothing', '’s', 'go', 'to', ""'"", 'change', 'yeah', '\n', 'and', 'you', 'will', 'not', 'ever', 'walk', 'away', 'yeah', '\n', 'Cause', 'even', 'though', 'every', 'night', 'you', '’ll', 'know', 'what', 'I', '’ll', 'say', '\n', 'Goodbye', '\n\n', 'Baby', 'you', 'do', 'not', 'have', 'to', 'worry', '\n', 'I', '’ll', 'be', 'come', 'back', 'for', 'you', '\n', 'back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'you', '\n', 'lately', 'I', '’ve', 'be', 'go', 'crazy', '\n', 'so', 'I', '’m', 'come', 'back', 'for', 'you', '\n', 'back', 'for', 'you', ',', 'back', 'for', 'you', '(', 'you', ')', '\n\n', 'right', 'back', 'for', 'you', '\n', 'right', 'back', 'for', 'you', '\n', 'right', 'back', 'for', 'you', '\n\n', 'lately', 'I', '’ve', 'be', 'go', 'crazy', '\n', 'so', 'I', '’m', 'come', 'back', '\n', 'yeah', 'I', 'be', 'come', 'back', '\n', 'for', 'you', '\n\n', 'baby', 'you', 'do', 'not', 'have', 'to', 'worry', '\n', 'I', '’ll', 'be', 'come', 'back', 'for', 'you', '\n', 'back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'for', 'you', '\n', 'lately', 'I', '’ve', 'be', 'go', 'crazy', '\n', 'so', 'I', '’m', 'come', 'back', 'for', 'you', '\n', 'back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'you', '\n\n', 'right', 'back', 'for', 'you', ',', 'right', 'back', '\n', 'right', 'back', 'for', 'you', ',', 'right', 'back', '\n', 'right', 'back', 'for', 'you', ',', 'right', 'back', '\n', 'right', 'back', 'for', 'you', '\n\n', 'lately', 'I', '’ve', 'be', 'go', 'crazy', '\n', 'so', 'I', '’m', 'come', 'back', 'for', 'you', '\n', 'back', 'for', 'you', ',', 'back', 'for', 'you', ',', 'you']","['ADV', 'ADP', 'PRON', 'SPACE', 'SCONJ', 'PRON', 'VERB', 'PRON', 'NOUN', 'PRON', 'VERB', 'PRON', 'ADV', 'SPACE', 'PRON', 'AUX', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADV', 'SPACE', 'PRON', 'AUX', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT', 'INTJ', 'SPACE', 'PRON', 'NOUN', 'AUX', 'ADP', 'DET', 'NOUN', 'ADV', 'SPACE', 'CCONJ', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'PRON', 'AUX', 'VERB', 'PRON', 'VERB', 'SPACE', 'PROPN', 'SPACE', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'SPACE', 'PRON', 'AUX', 'AUX', 'VERB', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADP', 'PRON', 'PUNCT', 'PRON', 'SPACE', 'ADV', 'PRON', 'AUX', 'AUX', 'VERB', 'ADJ', 'SPACE', 'ADV', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADP', 'PRON', 'PUNCT', 'PRON', 'SPACE', 'PRON', 'AUX', 'ADV', 'AUX', 'ADV', 'ADP', 'PRON', 'ADP', 'SPACE', 'CCONJ', 'DET', 'NOUN', 'PRON', 'PRON', 'VERB', 'PRON', 'ADV', 'VERB', 'ADJ', 'SPACE', 'ADV', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'PART', 'PUNCT', 'VERB', 'INTJ', 'SPACE', 'CCONJ', 'PRON', 'AUX', 'PART', 'ADV', 'VERB', 'ADV', 'INTJ', 'SPACE', 'PROPN', 'ADV', 'SCONJ', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'SPACE', 'PROPN', 'SPACE', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'SPACE', 'PRON', 'AUX', 'AUX', 'VERB', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADP', 'PRON', 'PUNCT', 'PRON', 'SPACE', 'ADV', 'PRON', 'AUX', 'AUX', 'VERB', 'ADJ', 'SPACE', 'ADV', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADP', 'PRON', 'PUNCT', 'PRON', 'PUNCT', 'SPACE', 'ADV', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'PRON', 'AUX', 'AUX', 'VERB', 'ADJ', 'SPACE', 'ADV', 'PRON', 'AUX', 'VERB', 'ADV', 'SPACE', 'INTJ', 'PRON', 'AUX', 'VERB', 'ADV', 'SPACE', 'ADP', 'PRON', 'SPACE', 'NOUN', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'SPACE', 'PRON', 'AUX', 'AUX', 'VERB', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADP', 'PRON', 'PUNCT', 'SCONJ', 'PRON', 'SPACE', 'ADV', 'PRON', 'AUX', 'AUX', 'VERB', 'ADJ', 'SPACE', 'ADV', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADP', 'PRON', 'PUNCT', 'PRON', 'SPACE', 'ADV', 'ADV', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADV', 'SPACE', 'ADV', 'ADV', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADV', 'SPACE', 'ADV', 'ADV', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADV', 'SPACE', 'ADV', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'PRON', 'AUX', 'AUX', 'VERB', 'ADJ', 'SPACE', 'ADV', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'PRON', 'SPACE', 'ADV', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADP', 'PRON', 'PUNCT', 'PRON']"
Change my mind.txt,Change my mind,One Direction,Take me Home,"Change my mind

The end of the night
We should say goodbye
But we carry on
While everyone’s gone

Never felt like this before
Are we friends or are we more
As I’m walking towards the door
I’m not sure

But baby if you say, you want me to stay
I’ll change my mind
Cause I don’t wanna know while I’m walking away
If you’ll be mine
Won’t go, won’t go
So baby if you say, you want me to stay
Stay for the night
I’ll change my mind

Lean in when you laugh
We take photographs
There’s no music on
But we dance along

Never felt like this before
Are we friends or are we more
As I’m walking towards the door
I’m not sure

But baby if you say, you want me to stay
I’ll change my mind
Cause I don’t wanna know while I’m walking away
If you’ll be mine
Won’t go, won’t go
So baby if you say, you want me to stay
Stay for the night
I’ll change my mind

Na na na na na…
Na na na na na...
I’ll change my mind
Na na na na na...
Na na na na na...

But baby if you say, you want me to stay
I’ll change my mind

But baby if you say, you want me to stay
I’ll change my mind
Cause I don’t wanna know while I’m walking away
If you’ll be mine
Won’t go, won’t go
So baby if you say, you want me to stay
Stay for the night
I’ll change my mind","Change my mind

The end of the night
We should say goodbye
But we carry on
While everyone’s gone

Never felt like this before
Are we friends or are we more
As I’m walking towards the door
I’m not sure

But baby if you say, you want me to stay
I’ll change my mind
Cause I don’t wanna know while I’m walking away
If you’ll be mine
Won’t go, won’t go
So baby if you say, you want me to stay
Stay for the night
I’ll change my mind

Lean in when you laugh
We take photographs
There’s no music on
But we dance along

Never felt like this before
Are we friends or are we more
As I’m walking towards the door
I’m not sure

But baby if you say, you want me to stay
I’ll change my mind
Cause I don’t wanna know while I’m walking away
If you’ll be mine
Won’t go, won’t go
So baby if you say, you want me to stay
Stay for the night
I’ll change my mind

Na na na na na…
Na na na na na...
I’ll change my mind
Na na na na na...
Na na na na na...

But baby if you say, you want me to stay
I’ll change my mind

But baby if you say, you want me to stay
I’ll change my mind
Cause I don’t wanna know while I’m walking away
If you’ll be mine
Won’t go, won’t go
So baby if you say, you want me to stay
Stay for the night
I’ll change my mind","['Change', 'my', 'mind', '\n\n', 'The', 'end', 'of', 'the', 'night', '\n', 'We', 'should', 'say', 'goodbye', '\n', 'But', 'we', 'carry', 'on', '\n', 'While', 'everyone', '’s', 'gone', '\n\n', 'Never', 'felt', 'like', 'this', 'before', '\n', 'Are', 'we', 'friends', 'or', 'are', 'we', 'more', '\n', 'As', 'I', '’m', 'walking', 'towards', 'the', 'door', '\n', 'I', '’m', 'not', 'sure', '\n\n', 'But', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'me', 'to', 'stay', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n', 'Cause', 'I', 'do', 'n’t', 'wanna', 'know', 'while', 'I', '’m', 'walking', 'away', '\n', 'If', 'you', '’ll', 'be', 'mine', '\n', 'Wo', 'n’t', 'go', ',', 'wo', 'n’t', 'go', '\n', 'So', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'me', 'to', 'stay', '\n', 'Stay', 'for', 'the', 'night', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n\n', 'Lean', 'in', 'when', 'you', 'laugh', '\n', 'We', 'take', 'photographs', '\n', 'There', '’s', 'no', 'music', 'on', '\n', 'But', 'we', 'dance', 'along', '\n\n', 'Never', 'felt', 'like', 'this', 'before', '\n', 'Are', 'we', 'friends', 'or', 'are', 'we', 'more', '\n', 'As', 'I', '’m', 'walking', 'towards', 'the', 'door', '\n', 'I', '’m', 'not', 'sure', '\n\n', 'But', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'me', 'to', 'stay', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n', 'Cause', 'I', 'do', 'n’t', 'wanna', 'know', 'while', 'I', '’m', 'walking', 'away', '\n', 'If', 'you', '’ll', 'be', 'mine', '\n', 'Wo', 'n’t', 'go', ',', 'wo', 'n’t', 'go', '\n', 'So', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'me', 'to', 'stay', '\n', 'Stay', 'for', 'the', 'night', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n\n', 'Na', 'na', 'na', 'na', 'na', '…', '\n', 'Na', 'na', 'na', 'na', 'na', '...', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n', 'Na', 'na', 'na', 'na', 'na', '...', '\n', 'Na', 'na', 'na', 'na', 'na', '...', '\n\n', 'But', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'me', 'to', 'stay', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n\n', 'But', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'me', 'to', 'stay', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n', 'Cause', 'I', 'do', 'n’t', 'wanna', 'know', 'while', 'I', '’m', 'walking', 'away', '\n', 'If', 'you', '’ll', 'be', 'mine', '\n', 'Wo', 'n’t', 'go', ',', 'wo', 'n’t', 'go', '\n', 'So', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'me', 'to', 'stay', '\n', 'Stay', 'for', 'the', 'night', '\n', 'I', '’ll', 'change', 'my', 'mind']","['change', 'my', 'mind', '\n\n', 'the', 'end', 'of', 'the', 'night', '\n', 'we', 'should', 'say', 'goodbye', '\n', 'but', 'we', 'carry', 'on', '\n', 'while', 'everyone', '’s', 'gone', '\n\n', 'never', 'feel', 'like', 'this', 'before', '\n', 'be', 'we', 'friend', 'or', 'be', 'we', 'more', '\n', 'as', 'I', '’m', 'walk', 'towards', 'the', 'door', '\n', 'I', '’m', 'not', 'sure', '\n\n', 'but', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'I', 'to', 'stay', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n', 'Cause', 'I', 'do', 'not', 'wanna', 'know', 'while', 'I', '’m', 'walk', 'away', '\n', 'if', 'you', '’ll', 'be', 'mine', '\n', 'will', 'not', 'go', ',', 'will', 'not', 'go', '\n', 'so', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'I', 'to', 'stay', '\n', 'stay', 'for', 'the', 'night', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n\n', 'Lean', 'in', 'when', 'you', 'laugh', '\n', 'we', 'take', 'photograph', '\n', 'there', '’', 'no', 'music', 'on', '\n', 'but', 'we', 'dance', 'along', '\n\n', 'never', 'feel', 'like', 'this', 'before', '\n', 'be', 'we', 'friend', 'or', 'be', 'we', 'more', '\n', 'as', 'I', '’m', 'walk', 'towards', 'the', 'door', '\n', 'I', '’m', 'not', 'sure', '\n\n', 'but', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'I', 'to', 'stay', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n', 'Cause', 'I', 'do', 'not', 'wanna', 'know', 'while', 'I', '’m', 'walk', 'away', '\n', 'if', 'you', '’ll', 'be', 'mine', '\n', 'will', 'not', 'go', ',', 'will', 'not', 'go', '\n', 'so', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'I', 'to', 'stay', '\n', 'stay', 'for', 'the', 'night', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n\n', 'na', 'na', 'na', 'na', 'na', '…', '\n', 'Na', 'na', 'na', 'na', 'na', '...', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n', 'Na', 'na', 'na', 'na', 'na', '...', '\n', 'Na', 'na', 'na', 'na', 'na', '...', '\n\n', 'but', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'I', 'to', 'stay', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n\n', 'but', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'I', 'to', 'stay', '\n', 'I', '’ll', 'change', 'my', 'mind', '\n', 'Cause', 'I', 'do', 'not', 'wanna', 'know', 'while', 'I', '’m', 'walk', 'away', '\n', 'if', 'you', '’ll', 'be', 'mine', '\n', 'will', 'not', 'go', ',', 'will', 'not', 'go', '\n', 'so', 'baby', 'if', 'you', 'say', ',', 'you', 'want', 'I', 'to', 'stay', '\n', 'stay', 'for', 'the', 'night', '\n', 'I', '’ll', 'change', 'my', 'mind']","['VERB', 'PRON', 'NOUN', 'SPACE', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'PRON', 'AUX', 'VERB', 'NOUN', 'SPACE', 'CCONJ', 'PRON', 'VERB', 'ADP', 'SPACE', 'SCONJ', 'PRON', 'AUX', 'AUX', 'SPACE', 'ADV', 'VERB', 'ADP', 'PRON', 'SCONJ', 'SPACE', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'AUX', 'PRON', 'ADJ', 'SPACE', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'SPACE', 'PRON', 'VERB', 'PART', 'ADJ', 'SPACE', 'CCONJ', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'SPACE', 'PRON', 'AUX', 'VERB', 'PRON', 'NOUN', 'SPACE', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADV', 'SPACE', 'SCONJ', 'PRON', 'AUX', 'AUX', 'PRON', 'SPACE', 'AUX', 'PART', 'VERB', 'PUNCT', 'AUX', 'PART', 'VERB', 'SPACE', 'ADV', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'PRON', 'AUX', 'VERB', 'PRON', 'NOUN', 'SPACE', 'PROPN', 'ADV', 'SCONJ', 'PRON', 'VERB', 'SPACE', 'PRON', 'VERB', 'NOUN', 'SPACE', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'SPACE', 'CCONJ', 'PRON', 'VERB', 'ADP', 'SPACE', 'ADV', 'VERB', 'ADP', 'PRON', 'SCONJ', 'SPACE', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'AUX', 'PRON', 'ADJ', 'SPACE', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'SPACE', 'PRON', 'VERB', 'PART', 'ADJ', 'SPACE', 'CCONJ', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'SPACE', 'PRON', 'AUX', 'VERB', 'PRON', 'NOUN', 'SPACE', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADV', 'SPACE', 'SCONJ', 'PRON', 'AUX', 'AUX', 'PRON', 'SPACE', 'AUX', 'PART', 'VERB', 'PUNCT', 'AUX', 'PART', 'VERB', 'SPACE', 'ADV', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'PRON', 'AUX', 'VERB', 'PRON', 'NOUN', 'SPACE', 'AUX', 'AUX', 'PART', 'PART', 'ADP', 'PROPN', 'SPACE', 'PROPN', 'AUX', 'PART', 'ADP', 'ADP', 'PUNCT', 'SPACE', 'PRON', 'AUX', 'VERB', 'PRON', 'NOUN', 'SPACE', 'PROPN', 'AUX', 'PART', 'ADP', 'ADP', 'PUNCT', 'SPACE', 'PROPN', 'AUX', 'PART', 'AUX', 'ADP', 'PUNCT', 'SPACE', 'CCONJ', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'SPACE', 'PRON', 'AUX', 'VERB', 'PRON', 'NOUN', 'SPACE', 'CCONJ', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'SPACE', 'PRON', 'AUX', 'VERB', 'PRON', 'NOUN', 'SPACE', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADV', 'SPACE', 'SCONJ', 'PRON', 'AUX', 'AUX', 'PRON', 'SPACE', 'AUX', 'PART', 'VERB', 'PUNCT', 'AUX', 'PART', 'VERB', 'SPACE', 'ADV', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'PRON', 'AUX', 'VERB', 'PRON', 'NOUN']"
